帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:16
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,林邊/灶腳自助餐(YRY5H0000),2024/01/01,14:47:04,語音訊息已傳送
Account,王振華,2024/01/01,18:49:01,現在4／5沒貨，只有3／4的，可以嗎，較大塊一點
User,林邊/灶腳自助餐(YRY5H0000),2024/01/01,21:08:59,語音訊息已傳送
Account,自動回應訊息,2024/01/01,21:08:59,貼圖已傳送
Account,自動回應訊息,2024/01/01,21:08:59,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,王振華,2024/01/01,23:19:44,瞭解，還是要用去骨的，一箱5公斤750元，約42片一片17元
User,林邊/灶腳自助餐(YRY5H0000),2024/01/02,09:58:22,語音訊息已傳送
Account,林鈺婷,2024/01/02,10:00:04,老闆娘那種的只剩3/4這個規格的
User,林邊/灶腳自助餐(YRY5H0000),2024/01/09,10:11:13,語音訊息已傳送
Account,林鈺婷,2024/01/09,10:25:20,今天幫您送過去喔
User,林邊/灶腳自助餐(YRY5H0000),2024/01/09,10:25:55,貼圖已傳送
User,林邊/灶腳自助餐(YRY5H0000),2024/01/12,10:16:13,語音訊息已傳送
Account,林鈺婷,2024/01/12,10:17:30,貼圖已傳送
User,林邊/灶腳自助餐(YRY5H0000),2024/02/05,21:10:26,語音訊息已傳送
Account,自動回應訊息,2024/02/05,21:10:26,貼圖已傳送
Account,自動回應訊息,2024/02/05,21:10:26,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,林邊/灶腳自助餐(YRY5H0000),2024/02/06,10:02:24,語音訊息已傳送
Account,林鈺婷,2024/02/06,10:30:39,老闆娘有喔~
User,林邊/灶腳自助餐(YRY5H0000),2024/02/06,12:06:03,要啊你沒送啊
Account,俐均,2024/02/06,12:12:09,"老闆娘您好
司機會送喔"
User,林邊/灶腳自助餐(YRY5H0000),2024/02/22,14:11:43,語音訊息已傳送
Account,俐均,2024/02/22,14:13:21,赤宗*1
User,林邊/灶腳自助餐(YRY5H0000),2024/02/27,09:45:08,吳郭魚有嗎 一箱多少
Account,林鈺婷,2024/02/27,09:46:08,老闆娘，目前沒有喔～不好意思
User,林邊/灶腳自助餐(YRY5H0000),2024/02/28,14:57:39,語音訊息已傳送
Account,林鈺婷,2024/02/28,15:01:13,老闆娘不好意思～赤宗缺貨 換金線魚可以嗎？
User,林邊/灶腳自助餐(YRY5H0000),2024/02/28,15:59:45,語音訊息已傳送
Account,林鈺婷,2024/02/28,16:02:04,目前赤宗缺貨 不好意思
User,林邊/灶腳自助餐(YRY5H0000),2024/03/01,10:13:46, 秋刀魚一箱多少你們
Account,林鈺婷,2024/03/01,11:09:38,秋刀4號 一箱850元
User,林邊/灶腳自助餐(YRY5H0000),2024/03/01,11:51:18,3號的很小啊 4號太小嗎 可以給我看嗎
Account,林鈺婷,2024/03/01,11:54:42,老闆娘下星期帶過去給您看方便嗎?
Account,林鈺婷,2024/03/01,11:54:45,今天司機都出門了
User,林邊/灶腳自助餐(YRY5H0000),2024/03/01,12:11:11,貼圖已傳送
User,林邊/灶腳自助餐(YRY5H0000),2024/03/04,21:29:04,語音訊息已傳送
Account,自動回應訊息,2024/03/04,21:29:04,貼圖已傳送
Account,自動回應訊息,2024/03/04,21:29:04,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,俐均,2024/03/04,22:11:03,"秋刀魚4號*1件
虱目魚肚5入/包*1

老闆娘您好
明天帶去給您看
謝謝"
User,林邊/灶腳自助餐(YRY5H0000),2024/03/04,23:53:19,語音訊息已傳送
Account,自動回應訊息,2024/03/04,23:53:20,貼圖已傳送
Account,自動回應訊息,2024/03/04,23:53:20,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,林邊/灶腳自助餐(YRY5H0000),2024/03/07,23:03:51,青花一箱白花一箱
