帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:17
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,屏市/楊記快餐(URDH00000),2024/01/08,18:57:08,"明天要哈克魚1箱,100 /120,10 K  津湧
跟暑魚1箱，請早一點到貨"
Account,自動回應訊息,2024/01/08,18:57:08,貼圖已傳送
Account,自動回應訊息,2024/01/08,18:57:08,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/楊記快餐(URDH00000),2024/01/18,19:07:42,明天要哈克魚跟暑魚各一箱
Account,自動回應訊息,2024/01/18,19:07:42,貼圖已傳送
Account,自動回應訊息,2024/01/18,19:07:42,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/楊記快餐(URDH00000),2024/01/18,19:08:35,肉魚有貨了嗎？
Account,自動回應訊息,2024/01/18,19:08:36,貼圖已傳送
Account,自動回應訊息,2024/01/18,19:08:36,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,王振華,2024/01/18,23:34:20,老闆，還沒有
User,屏市/楊記快餐(URDH00000),2024/01/19,09:55:42,早上幫我送哈克魚跟暑魚各一箱
Account,俐均,2024/01/19,10:01:39,好
User,屏市/楊記快餐(URDH00000),2024/01/25,22:59:20,明天早上幫我送哈克魚跟暑魚各一箱
Account,自動回應訊息,2024/01/25,22:59:20,貼圖已傳送
Account,自動回應訊息,2024/01/25,22:59:20,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
