帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:18
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,林邊/池上便當(X1TG12000),2024/01/04,14:38:18,金缐魚一件多少錢
Account,林鈺婷,2024/01/04,14:40:09,照片已傳送
User,林邊/池上便當(X1TG12000),2024/01/04,14:40:56,明天一件51尾
Account,俐均,2024/01/04,14:43:32,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/01/22,14:47:44,金線魚64尾一件
Account,林鈺婷,2024/01/22,14:48:41,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/02/01,17:09:33,金缐魚64尾+1
Account,俐均,2024/02/01,17:10:13,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/02/29,20:06:29,金線魚64尾+1
Account,自動回應訊息,2024/02/29,20:06:29,貼圖已傳送
Account,自動回應訊息,2024/02/29,20:06:29,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,林邊/池上便當(X1TG12000),2024/03/04,17:52:09,排骨酥一件
Account,俐均,2024/03/04,17:54:42,"老闆娘您好
排骨酥目前缺貨"
User,林邊/池上便當(X1TG12000),2024/03/04,18:24:12,柳葉魚一件
Account,自動回應訊息,2024/03/04,18:24:13,貼圖已傳送
Account,自動回應訊息,2024/03/04,18:24:13,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,林邊/池上便當(X1TG12000),2024/03/11,14:23:57,秋刀魚一件多少錢
Account,俐均,2024/03/11,14:24:24,"老闆娘您好
秋刀魚4號850元"
User,林邊/池上便當(X1TG12000),2024/03/11,14:26:13,L號
Account,林鈺婷,2024/03/11,14:34:44,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/03/11,14:44:14,明天一件
Account,俐均,2024/03/11,14:46:01,貼圖已傳送
Account,俐均,2024/03/11,15:22:13,"老闆娘您好
請問您要請黃金柳葉魚L號的一箱嗎?"
User,林邊/池上便當(X1TG12000),2024/03/11,16:24:07,我要秋刀魚一件
Account,俐均,2024/03/11,16:34:05,請問L號是秋刀魚嗎?
User,林邊/池上便當(X1TG12000),2024/03/11,16:34:43,是一件多少
Account,林鈺婷,2024/03/11,16:37:40,"老闆娘您好~
我們目前秋刀4號一箱是850元
明天會幫您送過去"
Account,林鈺婷,2024/03/11,16:37:51,請問黃金柳葉魚，明天有需要嗎?
User,林邊/池上便當(X1TG12000),2024/03/11,16:38:01,秋刀魚就好
Account,林鈺婷,2024/03/11,16:38:09,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/04/01,14:42:38,金線64尾一件
Account,俐均,2024/04/01,14:47:22,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/04/16,18:49:17,金線魚64 －件
Account,自動回應訊息,2024/04/16,18:49:18,貼圖已傳送
Account,自動回應訊息,2024/04/16,18:49:18,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,俐均,2024/04/17,08:55:25,"老闆娘您好
星期五幫您送好嗎?"
User,林邊/池上便當(X1TG12000),2024/04/17,09:00:52,好
User,林邊/池上便當(X1TG12000),2024/05/06,15:55:04,青花一件多少錢
Account,林鈺婷,2024/05/06,15:57:21,您好~小包裝的一箱10公斤550元喔
Account,林鈺婷,2024/05/06,15:57:30,散裝的一箱10公斤500元
User,林邊/池上便當(X1TG12000),2024/05/06,15:58:11,散裝明天送2件
Account,林鈺婷,2024/05/06,15:58:46,老闆娘要不要再多加一個品項，這樣有折扣
User,林邊/池上便當(X1TG12000),2024/05/06,15:59:09,如果檸檬腿排一件多少？
Account,林鈺婷,2024/05/06,15:59:27,一箱 6公斤880元
User,林邊/池上便當(X1TG12000),2024/05/06,16:00:33,海苔柳葉魚呢
Account,林鈺婷,2024/05/06,16:02:36,一箱5公斤 825元 (平均一尾4元左右)
User,林邊/池上便當(X1TG12000),2024/05/06,16:03:42,外加一件
Account,林鈺婷,2024/05/06,17:49:56,"  老闆娘您好~明天幫您送
青花散裝2箱
和海苔柳葉魚一箱對嗎?"
User,林邊/池上便當(X1TG12000),2024/06/13,14:54:39,肉魚怎麼賣？
Account,林鈺婷,2024/06/13,15:00:02,sup6cl3
Account,林鈺婷,2024/06/13,15:00:17,肉魚120/150 一箱10公斤 1350元喔
User,林邊/池上便當(X1TG12000),2024/06/17,21:14:17,金線魚
Account,自動回應訊息,2024/06/17,21:14:18,貼圖已傳送
Account,自動回應訊息,2024/06/17,21:14:18,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,林邊/池上便當(X1TG12000),2024/06/27,17:09:46,里肌豬排1件
Account,俐均,2024/06/27,17:12:25,貼圖已傳送
Account,俐均,2024/06/27,17:18:14,"老闆娘好
請問要幾P的"
User,林邊/池上便當(X1TG12000),2024/06/27,17:18:28,60
Account,俐均,2024/06/27,17:20:26,貼圖已傳送
User,林邊/池上便當(X1TG12000),2024/07/01,17:21:25,鱸魚輪切的怎麼賣？
Account,俐均,2024/07/01,17:23:01,"老闆娘好
鱸魚切塊100/130 一箱5K/850元"
User,林邊/池上便當(X1TG12000),2024/07/01,17:23:07,阿里山棒腿怎麼賣？
Account,俐均,2024/07/01,17:24:25,阿里山烤棒腿D5(30支/包)  1包/540元
User,林邊/池上便當(X1TG12000),2024/07/01,17:28:04,明天給我一件鱸魚
Account,俐均,2024/07/01,17:47:06,貼圖已傳送
Account,王振華,2024/07/01,23:34:53,老闆娘好，您說的鱸魚輪切是這個嗎？
Account,王振華,2024/07/01,23:35:05,照片已傳送
Account,王振華,2024/07/01,23:35:25,還是這個
Account,王振華,2024/07/01,23:35:35,照片已傳送
User,林邊/池上便當(X1TG12000),2024/07/01,23:36:26,上上圖一件多少？
Account,王振華,2024/07/01,23:36:51,請問您的用途是
User,林邊/池上便當(X1TG12000),2024/07/01,23:37:02,下我要做便當
Account,王振華,2024/07/01,23:38:05,那是厚切單片真空的，單價較高
User,林邊/池上便當(X1TG12000),2024/07/01,23:38:29,那就拿下圖的
