帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:15
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
Account,自動回應訊息,2024/03/07,15:08:24,"加入(nine)(eight)(eight)
頭家輕鬆賺飽飽
人客健康呷飽飽"
Account,自動回應訊息,2024/03/07,15:08:24,"三寶自助餐  陳小姐歡迎您加入988廚房。
☑我們是HACCP認證，合法工廠直營，冷凍冷藏加工調理食安保證
☑專業加工廠直接供貨，方便訂貨．產品平價．好品質!
請先傳個貼圖打聲招呼喔~
詢價、訂貨請提供店家名字/聯絡電話/地址或拍照上傳名片"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/07,15:08:37,貼圖已傳送
Account,俐均,2024/03/07,15:09:16,老闆娘您好
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,10:28:30," 烏魚一箱
下面這個一條，"
Account,自動回應訊息,2024/03/10,10:28:31,貼圖已傳送
Account,自動回應訊息,2024/03/10,10:28:31,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,10:28:51,照片已傳送
Account,自動回應訊息,2024/03/10,10:28:51,貼圖已傳送
Account,自動回應訊息,2024/03/10,10:28:51,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,19:42:59,明天送
Account,自動回應訊息,2024/03/10,19:43:00,貼圖已傳送
Account,自動回應訊息,2024/03/10,19:43:00,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,19:43:14,烏魚片
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,19:43:14,多力 魚條
Account,自動回應訊息,2024/03/10,19:43:14,貼圖已傳送
Account,自動回應訊息,2024/03/10,19:43:14,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,自動回應訊息,2024/03/10,19:43:15,貼圖已傳送
Account,自動回應訊息,2024/03/10,19:43:15,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/10,19:46:08,貼圖已傳送
Account,自動回應訊息,2024/03/10,19:46:08,貼圖已傳送
Account,自動回應訊息,2024/03/10,19:46:08,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/14,18:57:22,烏魚片
User,鳳山/三寶自助餐 (N1Y5HZZZZ),2024/03/14,18:57:22,多力 魚條
Account,自動回應訊息,2024/03/14,18:57:23,貼圖已傳送
Account,自動回應訊息,2024/03/14,18:57:23,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,自動回應訊息,2024/03/14,18:57:23,貼圖已傳送
Account,自動回應訊息,2024/03/14,18:57:23,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，上班時間會盡快給您答覆"
Account,王振華,2024/03/15,00:27:22,烏魚片和988魚條，收到
