帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:17
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,苓雅/品豪自助餐(QCY5H0000),2024/01/28,22:16:57,明送哈克魚1
Account,自動回應訊息,2024/01/28,22:16:57,貼圖已傳送
Account,自動回應訊息,2024/01/28,22:16:57,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,苓雅/品豪自助餐(QCY5H0000),2024/02/15,19:24:36,明送哈克魚1
Account,自動回應訊息,2024/02/15,19:24:37,貼圖已傳送
Account,自動回應訊息,2024/02/15,19:24:37,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,苓雅/品豪自助餐(QCY5H0000),2024/03/31,22:22:06,明送哈克魚1
Account,自動回應訊息,2024/03/31,22:22:06,貼圖已傳送
Account,自動回應訊息,2024/03/31,22:22:06,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,苓雅/品豪自助餐(QCY5H0000),2024/04/11,18:36:03,明送黃魚1
Account,自動回應訊息,2024/04/11,18:36:03,貼圖已傳送
Account,自動回應訊息,2024/04/11,18:36:03,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,苓雅/品豪自助餐(QCY5H0000),2024/04/28,19:46:34,"明 送黃魚1 ,哈克1"
Account,自動回應訊息,2024/04/28,19:46:34,貼圖已傳送
Account,自動回應訊息,2024/04/28,19:46:34,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,俐均,2024/05/14,17:50:12,"老闆娘您好
請問明天要幫您送貨嗎?"
Account,俐均,2024/05/14,17:51:11,黃魚有到貨囉
User,苓雅/品豪自助餐(QCY5H0000),2024/05/19,16:15:17,明送1件黃魚
Account,自動回應訊息,2024/05/19,16:15:17,貼圖已傳送
Account,自動回應訊息,2024/05/19,16:15:17,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,苓雅/品豪自助餐(QCY5H0000),2024/05/19,16:16:48,裹粉紐澳良腿排是熟的，還是未熟
