帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:16
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,屏東市/上品,2025/02/11,11:16:38,您好，請問您那裡的虱目魚肚有哪些價格呢
Account,俐均,2025/02/11,11:23:38,"老闆好
虱目魚肚140/170 一片70元  
                 280/320一片130元"
User,屏東市/上品,2025/02/11,11:57:42,好喔感！一箱有幾片呢？
User,屏東市/上品,2025/02/11,12:00:53,還有請問是無刺的嗎
Account,林鈺婷,2025/02/11,12:04:11,我們都有做去刺處理喔 只是食用時還是要小心
User,屏東市/上品,2025/02/11,12:04:43,了解！我後面有需要的話再和您聯絡
Account,俐均,2025/02/11,14:09:08,貼圖已傳送
User,屏東市/上品,2025/06/12,12:24:53,您好，請問貴公司的電話是？我想要詢問無刺虱目魚肚的大小和價格不知道您那裡有沒有
Account,☆羅惠君☆,2025/06/12,12:29:33,老闆您好 請問是哪一間店家呢?
User,屏東市/上品,2025/06/12,12:30:07,之前是「老師養生飯包」目前在隔壁自己開一間
Account,☆羅惠君☆,2025/06/12,12:35:59,"虱目魚肚(去刺)
100-120克 一片55元
130-140克 一片60元
140-170克 一片70元
200/240克 一片85元
以上供您參考 "
User,屏東市/上品,2025/06/12,12:47:09,您好～那請問，鱸魚清肉的價格還有大小～
User,屏東市/上品,2025/06/12,12:48:52,"我虱目魚肚
應該會叫70元140克～170克的，40片剛剛有致電麻煩您幫我送一下，因為禮拜一要開幕，目前還有庫存"
Account,俐均,2025/06/12,12:49:47,"老闆好
加州鱸魚清肉一公斤295元
請問需要約幾克的呢?"
User,屏東市/上品,2025/06/12,12:51:45,克數這個我沒有太了解，之前都是跟別的廠商叫的，想說有跟您叫虱目魚肚就順便一起叫，鱸魚清肉的話沒有像魚肚算片的可以叫嗎？
Account,林鈺婷,2025/06/12,12:58:51,"可以的喔~我們加州鱸魚目前有兩個規格
170/200- 一片60元
200/240- 一片70元"
User,屏東市/上品,2025/06/12,13:30:09,"那我可以麻煩您明天先送
虱目魚肚70元40片
鱸魚片60元、70元各一片
這樣嗎？
我看看大小片如何再跟您說"
Account,林鈺婷,2025/06/12,14:10:20,貼圖已傳送
User,屏東市/上品,2025/06/12,14:13:35,"好的感謝
我的地址是
華正路19號旁邊的三角窗
電話0916973680
目前還沒營業所以鐵門都關著，到的話我不在的話可能要麻煩撥電話"
Account,☆羅惠君☆,2025/06/12,15:10:17,老闆 ...請問貴寶號怎麼稱呼? 
User,屏東市/上品,2025/06/12,15:59:21,上品
Account,☆羅惠君☆,2025/06/12,16:18:23,貼圖已傳送
