帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:18
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,內埔/和興活動中心(CVC25V000),2024/01/07,10:58:56,香茅檸檬雞腿排2箱
Account,自動回應訊息,2024/01/07,10:58:56,貼圖已傳送
Account,自動回應訊息,2024/01/07,10:58:56,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,內埔/和興活動中心(CVC25V000),2024/01/14,17:49:23,"虱目魚排60p 
2箱"
Account,自動回應訊息,2024/01/14,17:49:24,貼圖已傳送
Account,自動回應訊息,2024/01/14,17:49:24,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,內埔/和興活動中心(CVC25V000),2024/01/23,11:24:38,挪威薄塩鯖魚(無骨)(A) 80下
Account,俐均,2024/01/23,11:28:15,貼圖已傳送
Account,俐均,2024/01/23,11:30:54,"老闆您好
星期四幫您送
謝謝"
User,內埔/和興活動中心(CVC25V000),2024/02/04,09:46:40,紐奧良腿排2箱
Account,自動回應訊息,2024/02/04,09:46:41,貼圖已傳送
Account,自動回應訊息,2024/02/04,09:46:41,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,內埔/和興活動中心(CVC25V000),2024/02/25,15:37:09,照片已傳送
Account,自動回應訊息,2024/02/25,15:37:10,貼圖已傳送
Account,自動回應訊息,2024/02/25,15:37:10,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,內埔/和興活動中心(CVC25V000),2024/02/25,15:37:20,請問此數量、單價？
Account,自動回應訊息,2024/02/25,15:37:21,貼圖已傳送
Account,自動回應訊息,2024/02/25,15:37:21,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,林鈺婷,2024/02/26,09:11:22,不好意思~目前這個沒有貨
User,內埔/和興活動中心(CVC25V000),2024/03/03,21:12:28,紐奧良腿排2箱
Account,自動回應訊息,2024/03/03,21:12:28,貼圖已傳送
Account,自動回應訊息,2024/03/03,21:12:28,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,內埔/和興活動中心(CVC25V000),2024/03/15,17:00:44,"請問，白口魚是何種魚？
一箱約幾隻，如何料理？"
Account,林鈺婷,2024/03/15,17:02:14,外面通常都叫帕頭仔，一箱約77尾，通常乾煎就可以了
User,內埔/和興活動中心(CVC25V000),2024/03/15,17:03:00,大小約？
User,內埔/和興活動中心(CVC25V000),2024/03/15,17:03:05,有圖片嗎？
