帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:13
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,前金/品冠便當(QE1200000),2024/01/02,14:21:44,鯖魚3箱，明天送
Account,俐均,2024/01/02,14:23:00,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/01/16,14:50:22,鯖魚3箱，明天送
Account,林鈺婷,2024/01/16,14:50:39,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/01/28,16:04:11,鯖魚3箱，明天送
Account,自動回應訊息,2024/01/28,16:04:12,貼圖已傳送
Account,自動回應訊息,2024/01/28,16:04:12,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,前金/品冠便當(QE1200000),2024/02/04,14:03:21,鯖魚2箱，明天送
Account,自動回應訊息,2024/02/04,14:03:21,貼圖已傳送
Account,自動回應訊息,2024/02/04,14:03:21,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,前金/品冠便當(QE1200000),2024/02/25,15:44:08,鯖魚3箱，明天送
Account,自動回應訊息,2024/02/25,15:44:09,貼圖已傳送
Account,自動回應訊息,2024/02/25,15:44:09,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,前金/品冠便當(QE1200000),2024/03/05,19:45:33,鯖魚3箱，明天送
Account,自動回應訊息,2024/03/05,19:45:33,貼圖已傳送
Account,自動回應訊息,2024/03/05,19:45:33,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,前金/品冠便當(QE1200000),2024/03/12,14:20:54,鯖魚2箱，明天送
Account,俐均,2024/03/12,14:22:07,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/03/19,14:14:47,鯖魚3箱，明天送
Account,俐均,2024/03/19,14:16:29,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/03/26,14:23:39,鯖魚3箱，明天送
Account,林鈺婷,2024/03/26,14:23:47,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/04/07,15:09:50,鯖魚3箱，明天送
Account,自動回應訊息,2024/04/07,15:09:51,"(love letter)04/04(四)-04/07(日)清明連假期間，休假4天，暫無專人服務
(telephone)如果有緊急問題請聯絡客服專線0988001988  
(blue check mark)訂單將會在4/08(一)陸續為您安排出貨"
User,前金/品冠便當(QE1200000),2024/04/16,14:12:56,鯖魚4箱，明天送
Account,俐均,2024/04/16,14:13:10,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/04/17,14:44:03,請問，我的魚有出貨嗎
Account,俐均,2024/04/17,14:48:18,"老闆娘好
有的"
User,前金/品冠便當(QE1200000),2024/04/17,14:53:16,貼圖已傳送
Account,俐均,2024/04/17,14:54:07,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/04/17,14:56:07,可是還沒到
User,前金/品冠便當(QE1200000),2024/04/17,14:56:19,麻煩幫我問問
Account,俐均,2024/04/17,14:58:32,"老闆娘
您好
大約2點半到喔"
User,前金/品冠便當(QE1200000),2024/04/17,14:59:59,貼圖已傳送
Account,俐均,2024/04/17,15:01:31,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/04/28,14:21:05,鯖魚3箱，明天送
Account,自動回應訊息,2024/04/28,14:21:06,貼圖已傳送
Account,自動回應訊息,2024/04/28,14:21:06,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/05/07,16:48:38,鯖魚3箱，明天送
Account,俐均,2024/05/07,16:50:21,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/05/17,11:30:30,鯖魚3箱，星期一送
Account,俐均,2024/05/17,11:31:38,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/05/28,14:20:32,鯖魚3箱，明天送
Account,俐均,2024/05/28,14:20:44,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/06/11,14:13:09,鯖魚3箱，明天送
Account,俐均,2024/06/11,14:13:42,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/06/25,19:00:45,鯖魚3箱，明天送
Account,自動回應訊息,2024/06/25,19:00:45,貼圖已傳送
Account,自動回應訊息,2024/06/25,19:00:45,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/07/09,14:05:49,鯖魚3箱，明天送
Account,俐均,2024/07/09,14:05:53,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/07/23,14:19:17,鯖魚3箱，明天送
Account,俐均,2024/07/23,14:21:49,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/07/24,00:13:16,明天休息，鯖魚取消
Account,自動回應訊息,2024/07/24,00:13:16,貼圖已傳送
Account,自動回應訊息,2024/07/24,00:13:16,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
Account,王振華,2024/07/24,00:52:42,老闆好，改星期五送嗎？
User,前金/品冠便當(QE1200000),2024/07/24,08:54:35,取消，我看天氣在連絡
Account,林鈺婷,2024/07/24,08:56:53,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/07/28,16:02:46,鯖魚3箱，明天送
Account,自動回應訊息,2024/07/28,16:02:47,貼圖已傳送
Account,自動回應訊息,2024/07/28,16:02:47,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/08/05,17:33:51,鯖魚4箱，星期三送
Account,俐均,2024/08/06,08:31:58,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/08/20,18:07:20,鯖魚3箱，明天送
Account,王振華,2024/08/21,00:03:40,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/09/03,14:23:03,鯖魚4箱，明天送
Account,俐均,2024/09/03,14:24:55,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/09/16,14:29:52,鯖魚4箱，星期三送
Account,俐均,2024/09/16,14:32:51,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/10/01,16:18:25,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/10/04,12:53:07,鯖魚4箱，星期一送
Account,林鈺婷,2024/10/04,12:53:41,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/10/18,06:33:29,鯖魚4箱，今天送
Account,自動回應訊息,2024/10/18,06:33:30,貼圖已傳送
Account,自動回應訊息,2024/10/18,06:33:30,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/10/27,15:53:59,鯖魚4箱，星期一送
Account,自動回應訊息,2024/10/27,15:53:59,貼圖已傳送
Account,自動回應訊息,2024/10/27,15:53:59,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/11/05,20:10:18,鯖魚4箱，明天送
Account,自動回應訊息,2024/11/05,20:10:19,貼圖已傳送
Account,自動回應訊息,2024/11/05,20:10:19,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/11/19,07:12:51,"鯖魚4箱
可以麻煩今天送"
Account,自動回應訊息,2024/11/19,07:12:52,貼圖已傳送
Account,自動回應訊息,2024/11/19,07:12:52,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2024/12/03,14:18:34,鯖魚4箱，明天送
Account,俐均,2024/12/03,14:19:43,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/12/12,16:54:00,鯖魚3箱，明天送
Account,俐均,2024/12/12,17:02:31,貼圖已傳送
User,前金/品冠便當(QE1200000),2024/12/29,15:46:11,鯖魚4箱，明天送
Account,自動回應訊息,2024/12/29,15:46:12,貼圖已傳送
Account,自動回應訊息,2024/12/29,15:46:12,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2025/01/12,14:29:08,鯖魚4箱，明天送
Account,自動回應訊息,2025/01/12,14:29:09,貼圖已傳送
Account,自動回應訊息,2025/01/12,14:29:09,"(love letter)已收到您的訂單,會儘快為您安排出貨
(LINE messenger)如有任何問題，歡迎隨時留言，或洽客服專線0988-001-988，上班時間會盡快給您答覆"
User,前金/品冠便當(QE1200000),2025/02/03,07:27:41,鯖魚4箱，今天（2／3）送
User,前金/品冠便當(QE1200000),2025/02/11,18:18:28,鯖魚3箱，明天送
Account,俐均,2025/02/12,08:40:32,貼圖已傳送
User,前金/品冠便當(QE1200000),2025/02/21,14:11:39,鯖魚4箱，星期一送
Account,林鈺婷,2025/02/21,14:12:41,貼圖已傳送
User,前金/品冠便當(QE1200000),2025/03/05,07:02:56,鯖魚4箱，今天送
Account,自動回應訊息,2025/03/05,07:02:57,貼圖已傳送
