帳號名稱,988廚房
時區,'+09:00
下載時間,2025/07/10 12:15
傳送者類型,傳送者名稱,傳送日期,傳送時間,內容
User,屏市/阿Q快餐(8QDH00000),2024/01/01,17:53:25,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/02,08:42:49,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/04,14:23:40,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/04,14:26:39,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/08,18:12:39,明天兩箱鯖魚別太晚，謝謝。
Account,自動回應訊息,2024/01/08,18:12:40,貼圖已傳送
Account,自動回應訊息,2024/01/08,18:12:40,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/阿Q快餐(8QDH00000),2024/01/11,15:03:44,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/11,15:10:18,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/15,15:11:28,明天兩箱鯖魚，謝謝。
Account,林鈺婷,2024/01/15,15:15:15,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/18,17:21:05,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/18,17:23:08,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/22,15:29:19,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/22,15:30:33,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/25,16:42:17,明天一箱鯖魚，謝謝。
Account,俐均,2024/01/25,16:44:23,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/01/29,17:23:29,明天一箱鯖魚，謝謝。
Account,林鈺婷,2024/01/29,17:23:40,貼圖已傳送
Account,林鈺婷,2024/01/30,10:32:09,老闆不好意思A的缺貨中，先請司機送5公斤的過去給您參考
User,屏市/阿Q快餐(8QDH00000),2024/01/30,10:43:25,ok
User,屏市/阿Q快餐(8QDH00000),2024/02/01,14:45:18,明天一箱鯖魚，謝謝。
Account,俐均,2024/02/01,14:45:33,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/02/05,14:24:47,明天一箱鯖魚，謝謝。
Account,俐均,2024/02/05,14:24:59,貼圖已傳送
Account,俐均,2024/02/05,14:34:20,"老闆您好
80/100的鯖魚目前缺貨!

請問要不要換大一點的規格"
User,屏市/阿Q快餐(8QDH00000),2024/02/05,14:34:58,大一點是多大？
Account,俐均,2024/02/05,14:43:51,100/130的規格
Account,俐均,2024/02/05,14:55:53,一箱價錢是一樣的
User,屏市/阿Q快餐(8QDH00000),2024/02/05,14:59:40,那先送來看看
Account,俐均,2024/02/05,14:59:46,貼圖已傳送
Account,俐均,2024/02/05,14:59:47,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/02/15,14:51:45,明天兩箱鯖魚別太晚，謝謝。
Account,林鈺婷,2024/02/15,14:51:49,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/02/19,13:59:00,明天兩箱鯖魚，謝謝。
Account,俐均,2024/02/19,14:00:24,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/02/22,18:00:24,明天一箱鯖魚，謝謝。
Account,俐均,2024/02/22,18:02:20,貼圖已傳送
Account,林鈺婷,2024/02/22,18:03:58,"老闆您好
80/100的鯖魚目前缺貨!
幫您換大一個的規格可以嗎?"
User,屏市/阿Q快餐(8QDH00000),2024/02/22,18:12:57,ok
Account,自動回應訊息,2024/02/22,18:12:58,貼圖已傳送
Account,自動回應訊息,2024/02/22,18:12:58,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/阿Q快餐(8QDH00000),2024/02/26,19:51:05,明天兩箱鯖魚，謝謝。
Account,自動回應訊息,2024/02/26,19:51:06,貼圖已傳送
Account,自動回應訊息,2024/02/26,19:51:06,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
Account,俐均,2024/02/27,08:34:11,"老闆您好
80/100目前缺貨
幫您送大一點的規格好嗎?"
User,屏市/阿Q快餐(8QDH00000),2024/02/27,08:34:32,ok
Account,俐均,2024/02/27,08:34:36,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/04,21:03:37,明天兩箱鯖魚，謝謝。
Account,自動回應訊息,2024/03/04,21:03:38,貼圖已傳送
Account,自動回應訊息,2024/03/04,21:03:38,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/阿Q快餐(8QDH00000),2024/03/07,14:38:42,明天一箱鯖魚，謝謝。
Account,俐均,2024/03/07,14:39:42,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/11,18:18:28,明天兩箱鯖魚，謝謝。
Account,自動回應訊息,2024/03/11,18:18:29,貼圖已傳送
Account,自動回應訊息,2024/03/11,18:18:29,"(love letter)已收到您的訂單,會儘快為您出貨
(telephone)關於產品的問題,明天會盡快給您答覆/緊急問題請聯絡王經理 0988001988
(monitor)上班時間為早上7:30~下午5:00(周一至周五)
/當天要用的貨，請在早上8點前傳/"
User,屏市/阿Q快餐(8QDH00000),2024/03/14,17:43:03,明天一箱鯖魚，謝謝。
Account,俐均,2024/03/14,17:44:56,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/18,14:57:44,明天兩箱鯖魚，謝謝。
Account,林鈺婷,2024/03/18,15:03:08,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/21,17:43:55,明天一箱鯖魚，謝謝。
Account,俐均,2024/03/21,17:46:24,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/25,16:19:48,明天兩箱鯖魚別太晚，謝謝。
Account,俐均,2024/03/25,16:20:05,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/03/28,17:38:45,明天一箱鯖魚，謝謝。
Account,俐均,2024/03/28,17:38:56,貼圖已傳送
User,屏市/阿Q快餐(8QDH00000),2024/04/01,14:39:45,明天兩箱鯖魚，謝謝。
